,Unnamed: 0,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
63,63,-14.785930226053424,-49.92187500000006,97.79783619233804,5.0
64,64,-11.110881800003284,-48.515625,106.8517187685733,1595.6777634345324
65,65,-20.10550978791601,-43.94531250000006,100.88689170450708,5.0
66,66,-6.579592944977634,-40.4296875,106.40648894776177,5.0
67,67,-23.969482317759685,-46.7578125,107.82423869985664,686.1016248031749
68,68,-4.181528273111482,-39.0234375,103.45857448745961,5.0
69,69,-30.34518296958825,-51.328125,97.82740580459664,5.0
70,70,-23.64331425576559,-46.40625,100.45387148888501,5.0
71,71,-8.084013907099305,-50.625,98.0962122128463,5.0
72,72,0.0,-50.9765625,100.01889032899861,5.0
73,73,-24.62431835216408,-53.0859375,100.31851922370333,5.0
74,74,-22.6696098717504,-47.46093750000006,99.75360737346908,49515.0464948509
75,75,-22.9933943142978,-47.109375,100.38381104063271,698.4175602318537
76,76,-23.64331425576559,-46.40625,105.60346985682007,5.0
77,77,-4.181528273111482,-39.0234375,98.0756911162662,5.0
78,78,-14.785930226053424,-44.296875,98.13039052790863,5.0
79,79,-5.979156796301311,-39.72656250000006,105.28070560756193,5.0
80,80,-26.61009781073392,-50.9765625,99.36919656368309,5.0
81,81,-21.38194257983889,-47.46093750000006,103.55397112507488,5.0
82,82,-13.248014905676952,-39.72656250000006,97.82797215868621,4625.64900981366
83,83,-3.882372003029573,-42.890625,104.6874563133085,5.0
84,84,-12.32998415024295,-38.671875,105.56723595010577,5.0
85,85,-12.941631985423356,-38.671875,98.80820779638242,6374.094269203945
86,86,-22.9933943142978,-47.109375,99.1433387746971,5.0
87,87,-21.702769403954832,-52.03125,99.14158009220043,5.0
88,88,-27.27961273597809,-48.8671875,100.63985343736664,5.0
89,89,-18.524391073865782,-50.625,100.16968081132723,5.0
90,90,-5.979156796301311,-36.21093750000006,107.7506981175742,2549.752339981684
91,91,-22.6696098717504,-43.94531250000006,100.609398375638,5.0
92,92,-23.64331425576559,-49.21875000000006,104.13835197438365,4031.8776784233055
93,93,-20.423615363810956,-45.70312500000006,99.2488991233428,49311.16601836015
94,94,-23.64331425576559,-46.40625,100.78413141333525,21945.69841903857
95,95,-19.155010073563744,-47.81250000000006,97.94192179122737,14651.01144082126
96,96,-19.788049410669583,-44.296875,102.14120305400863,5.0
97,97,-16.957763300004146,-53.78906250000006,103.4480134963742,5.0
98,98,-2.0893716714986112,-47.109375,99.32508394731047,5.0
99,99,-5.6791898455823855,-39.375,106.35695714524809,172.3467261017576
100,100,-2.6867241856916024,-54.84375,106.69882124001856,12645.582592047776
101,101,-21.702769403954832,-56.25,100.12489219509418,5.0
102,102,-12.635625093021131,-39.72656250000006,97.79306133865589,14747.082277365584
103,103,-19.47122063449069,-43.2421875,97.90527908185761,4327.284147578639
104,104,-27.95318688338115,-50.2734375,99.13388642976588,49621.01481244381
105,105,-9.594068226860458,-35.5078125,101.295142272118,9564.836006729882
106,106,-16.334822780685997,-48.1640625,100.67015105408673,5.0
107,107,-23.64331425576559,-52.03125,100.42304352121386,5.0
108,108,-8.98929934516282,-37.6171875,100.67196741163404,5.0
109,109,-4.181528273111482,-39.0234375,102.39482255898534,5.0
110,110,-11.4151577427305,-43.2421875,106.87537611401588,5.0
111,111,-7.180755781458288,-43.94531250000006,107.07844474566753,2862.328646737889
112,112,-28.63098983692436,-49.5703125,107.85584529809324,14543.248031622232
113,113,-24.296477994805656,-52.03125,104.16193017803191,5.0
114,114,-21.38194257983889,-42.5390625,100.07584487609026,5.0
115,115,-26.944358180475746,-49.92187500000006,103.27322806319522,5.0
116,116,-24.296477994805656,-54.140625,103.78064966449735,5.0
117,117,-7.481631264246957,-35.15625,104.72120732934398,5.0
118,118,-27.6158819838447,-53.43750000000006,106.6487751158457,5.0
119,119,-20.10550978791601,-44.6484375,105.61025541417955,5.0
120,120,-24.296477994805656,-52.03125,101.8047716243101,5.0
121,121,-27.6158819838447,-49.92187500000006,107.49732731164977,5.0
122,122,-12.941631985423356,-60.46875,105.86805939640469,5.0
123,123,-5.6791898455823855,-36.5625,105.07886875501451,5.0
124,124,-8.98929934516282,-42.5390625,100.95859717414064,5.0
125,125,-16.646039912392965,-39.375,104.2363448745622,5.0
126,126,-24.62431835216408,-50.9765625,102.9459925252851,49328.84802066454
127,127,-26.276811557199977,-48.515625,98.17787746083641,5.0
128,128,-0.5968418305070315,-51.67968750000006,99.91653086973079,5.0
129,129,-19.47122063449069,-41.1328125,104.82231331207359,2551.457770000935
130,130,-16.646039912392965,-49.92187500000006,99.74981206993947,5.0
131,131,-8.687297481032445,-37.265625,97.74001040919188,29338.280636731924
132,132,-5.979156796301311,-36.21093750000006,100.50947782764673,5.0
133,133,-13.554784037179004,-42.890625,102.4775423633759,5.0
134,134,-29.313198964168336,-56.6015625,104.25934245537812,5.0
135,135,-12.941631985423356,-39.375,98.29738379693306,5.0
136,136,-19.788049410669583,-45.0,107.64937258564255,5.0
137,137,-22.6696098717504,-48.8671875,102.2567270099466,5.0
138,138,-15.094787099543195,-50.9765625,103.44667610531455,5.0
139,139,-30.00000000000001,-51.67968750000006,100.53421903834084,5.0
140,140,-29.656013541178424,-51.328125,99.21609403929017,5.0
141,141,-9.896853442815868,-50.625,99.05780775172754,432.368292481551
142,142,-19.155010073563744,-43.59375,101.40508049126925,5.0
143,143,-12.024699180565818,-62.2265625,102.10360303691083,5.0
144,144,-11.110881800003284,-37.265625,97.64357477340032,5.0
145,145,-2.985506005746544,-57.3046875,105.35112088636515,1105.2010367732971
146,146,-21.06181760164931,-42.18750000000006,103.0239383158108,5.0
147,147,-19.47122063449069,-50.2734375,100.95081673251663,5.0
148,148,-3.583321698471977,-57.3046875,98.56152289999669,5.0
149,149,-11.110881800003284,-55.54687500000006,104.64561916344202,5.0
150,150,-27.95318688338115,-50.2734375,102.6622518523765,29692.925034599317
151,151,-9.291553238770264,-35.859375,104.62562276205237,5.0
152,152,-6.579592944977634,-36.9140625,100.24510544938119,5.0
153,153,-19.155010073563744,-57.65625000000006,102.32850380670165,5.0
154,154,-30.34518296958825,-51.328125,101.34901997989017,14452.578307297968
155,155,-9.594068226860458,-48.8671875,100.21704219947965,5.0
156,156,-22.02431283704216,-44.6484375,103.15710109035435,59607.16761286798
157,157,-23.64331425576559,-48.515625,104.21260804399772,29883.27080789829
158,158,-9.291553238770264,-36.5625,98.5338397207268,5.0
159,159,-22.9933943142978,-47.109375,102.63589013063626,29588.947077649005
160,160,-15.094787099543195,-40.4296875,106.75410622701342,5.0
161,161,-21.38194257983889,-43.2421875,106.46930185176512,4526.369581731398
162,162,-21.38194257983889,-42.5390625,101.40782032354889,5.0
163,163,-20.10550978791601,-45.3515625,104.91332936569643,5.0
164,164,-4.780191847199163,-39.0234375,103.26817590629047,5.0
165,165,-25.61308321640182,-52.734375,106.9715947518513,2726.503040996103
166,166,-12.941631985423356,-40.07812500000006,102.86934844146707,5.0
167,167,-7.481631264246957,-35.15625,103.66794734806149,5.0
168,168,-2.985506005746544,-40.4296875,105.40803999576973,5.0
169,169,-20.74237995448715,-41.8359375,99.98426652035438,5.0
170,170,-22.346587898361136,-55.54687500000006,102.46783346940813,5.0
171,171,-1.7907846593289634,-48.8671875,106.32547193410151,5.0
172,172,-19.47122063449069,-40.4296875,104.79988342043066,5.0
173,173,-8.98929934516282,-48.8671875,104.90202201984283,5.0
174,174,-21.702769403954832,-47.81250000000006,103.37708672288124,5.0
175,175,-7.481631264246957,-46.40625,101.79191916192583,5.0
176,176,-22.346587898361136,-45.0,103.71325972151008,5.0
177,177,-15.713861048008212,-43.2421875,101.91924053549648,49308.73571394545
178,178,-28.971532223711293,-52.03125,105.06205841200556,5.0
179,179,-6.279288322550272,-35.15625,99.71103019850057,29823.565166073917
180,180,-13.861949672048638,-58.0078125,103.9814305202392,2539.370042399261
181,181,-5.979156796301311,-46.7578125,98.25340023953234,5.0
182,182,-28.63098983692436,-52.3828125,97.75620982044924,5.0
183,183,-26.944358180475746,-48.515625,103.38180572153873,4405.137358483156
184,184,-10.199918091116302,-67.8515625,99.93134892676937,5.0
185,185,-22.02431283704216,-51.67968750000006,102.97028852069825,5.0
186,186,-24.62431835216408,-50.9765625,100.88461938717344,415.6084342425862
187,187,-20.423615363810956,-50.625,107.78187869234505,5.0
188,188,-20.10550978791601,-50.2734375,98.35975790970035,4445.936327244373
189,189,-9.594068226860458,-48.8671875,100.65338270192785,5.0
190,190,-5.079715792733481,-42.890625,102.19029674345956,213.22326983575812
191,191,-27.6158819838447,-49.92187500000006,106.50456688007391,5.0
192,192,-27.6158819838447,-48.515625,104.61357259997672,5.0
193,193,-21.38194257983889,-42.5390625,99.16033630289083,5.0
194,194,-13.554784037179004,-39.375,100.78455924757583,5.0
195,195,-14.47751218592994,-56.6015625,106.81561069895979,14454.420966256692
196,196,-22.9933943142978,-47.81250000000006,98.63379461757567,5.0
197,197,-27.6158819838447,-49.92187500000006,102.75345669983913,4391.623033312255
198,198,-27.27961273597809,-48.8671875,100.53035661579928,5.0
199,199,-23.969482317759685,-51.67968750000006,98.58965367980717,5.0
200,200,-21.702769403954832,-48.515625,104.95920122038574,5.0
201,201,-4.480798785982216,-39.375,98.44093286320388,5.0
202,202,-7.180755781458288,-43.94531250000006,98.11021651515559,5.0
203,203,-27.6158819838447,-49.21875000000006,105.3537896441197,5.0
204,204,-21.06181760164931,-43.59375,104.54160479283333,742.2265795688172
205,205,-1.1937484371410818,-53.0859375,100.49595763166998,2582.425782655596
206,206,-5.379378991112077,-36.9140625,105.32253736113324,5.0
207,207,-22.02431283704216,-50.2734375,104.26725915369661,5.0
208,208,0.2984168674869352,-52.734375,107.05140767944657,5.0
209,209,-7.180755781458288,-46.7578125,106.98418201595236,5.0
210,210,-20.10550978791601,-43.2421875,101.10845517890796,5.0
211,211,-22.346587898361136,-44.296875,97.71750908944593,5.0
212,212,-21.702769403954832,-45.0,105.03261413372877,29778.369178883622
213,213,-8.687297481032445,-35.859375,101.53173836450433,2861.79423232416
214,214,-22.6696098717504,-44.6484375,99.39606641967808,5.0
215,215,-9.291553238770264,-36.5625,101.35544983704366,5.0
216,216,-12.941631985423356,-38.671875,102.83434774958063,5.0
217,217,-23.31795706533424,-47.46093750000006,104.13529013677395,2801.721682099291
218,218,-21.702769403954832,-45.70312500000006,104.40870472882715,5.0
219,219,-25.944479772370016,-49.5703125,106.30040807294735,5.0
220,220,-21.702769403954832,-42.18750000000006,101.68567780766595,2564.9966562861387
221,221,-20.423615363810956,-42.890625,103.50100275556589,5.0
222,222,-5.079715792733481,-40.78125,103.47946650399201,5.0
223,223,-15.094787099543195,-40.4296875,99.59969171423447,5.0
224,224,-10.503271450113203,-63.28125000000006,104.05904390628358,5.0
225,225,-9.594068226860458,-38.32031250000006,97.88495146706242,5.0
226,226,-30.00000000000001,-51.67968750000006,99.19487810125692,5.0
227,227,-16.024100308155866,-48.515625,97.64357477340032,5.0
228,228,-27.6158819838447,-53.43750000000006,97.64357477340032,5.0
229,229,-21.38194257983889,-43.94531250000006,102.14309651354563,2717.493304516683
230,230,-23.969482317759685,-46.7578125,101.56082131932986,5.0
231,231,-19.47122063449069,-50.2734375,104.47578860339145,5.0
232,232,-20.74237995448715,-50.2734375,103.32486984060434,5.0
233,233,-19.155010073563744,-48.515625,97.68458841324743,2724.0394370312506
234,234,-7.782714385390946,-36.21093750000006,105.25845169831139,4163.28286414343
235,235,-22.9933943142978,-49.92187500000006,105.14737201993105,5.0
236,236,-11.110881800003284,-49.21875000000006,100.72053584838906,5.0
237,237,-2.0893716714986112,-48.515625,100.0321194794962,2556.966313064639
238,238,-21.702769403954832,-47.81250000000006,103.5856298099929,454.6929568479025
239,239,-7.481631264246957,-39.375,106.34629640931168,5.0
240,240,-28.971532223711293,-49.92187500000006,100.07341549019571,14587.984192796815
241,241,-29.656013541178424,-56.953125,101.11575522040158,5.0
242,242,-28.291548862929403,-52.734375,104.9835081339178,53567.7750036681
243,243,-15.40409369872549,-51.328125,105.99060071194987,4631.131831240009
244,244,-1.7907846593289634,-55.1953125,100.79181937888936,70.9288192980254
245,245,-28.63098983692436,-49.5703125,98.02741836069913,29686.3744009438
246,246,-16.957763300004146,-51.67968750000006,103.30377086517029,1252.0454597566722
247,247,-30.00000000000001,-55.1953125,98.42928873195119,5.0
248,248,-29.656013541178424,-50.625,100.00147866544138,5.0
249,249,-25.944479772370016,-48.8671875,101.16231775929792,5.0
250,250,-11.719760305788782,-61.171875,97.79267562892802,5.0
251,251,-15.713861048008212,-47.46093750000006,99.68727497947388,2576.880041550849
252,252,-25.944479772370016,-49.5703125,102.89758289810815,5.0
253,253,-12.635625093021131,-38.32031250000006,103.11319611475324,5.0
254,254,-7.180755781458288,-36.21093750000006,107.44495191132829,5.0
255,255,-20.423615363810956,-49.92187500000006,105.54624125141491,6962.779131956133
256,256,-28.971532223711293,-52.734375,97.64357477340032,5.0
257,257,-22.346587898361136,-42.18750000000006,105.45172929392439,5.0
258,258,-20.423615363810956,-42.18750000000006,102.68404376926965,5.0
259,259,-5.379378991112077,-43.2421875,106.41157210110488,389.7171291278838
260,260,-21.38194257983889,-50.2734375,100.7127346771418,5.0
261,261,-30.69158768492234,-52.3828125,98.14928654628042,5.0
262,262,-6.579592944977634,-41.8359375,104.6569351090225,5.0
263,263,-19.788049410669583,-45.0,103.94112324509229,5.0
264,264,-26.944358180475746,-48.515625,100.3836258806554,29642.607414990078
265,265,-23.31795706533424,-50.2734375,102.3802283158964,5.0
266,266,-22.346587898361136,-41.48437500000006,107.17511161833802,5.0
267,267,-22.6696098717504,-48.8671875,99.80763785228795,5.0
268,268,-14.785930226053424,-41.48437500000006,107.45610057251795,5.0
269,269,-11.719760305788782,-61.875,97.6728621822313,5.0
270,270,-24.296477994805656,-50.625,106.79265383076145,5.0
271,271,-24.296477994805656,-49.92187500000006,97.7088388416982,5.0
272,272,-26.61009781073392,-48.8671875,105.46897435148216,5.0
273,273,-28.291548862929403,-53.43750000000006,98.44116524201017,5.0
274,274,-19.47122063449069,-41.1328125,106.15595345364098,2762.542426801138
275,275,-19.47122063449069,-55.1953125,99.06748867015571,5.0
276,276,-23.969482317759685,-46.7578125,105.44674321825737,5.0
277,277,-21.702769403954832,-45.70312500000006,104.63387066776392,5.0
278,278,-22.6696098717504,-49.5703125,104.65578059379934,5.0
279,279,-23.969482317759685,-46.7578125,102.66081917799113,5.0
280,280,-27.6158819838447,-54.140625,102.36729541213977,5.0
281,281,-13.554784037179004,-42.18750000000006,97.64357477340032,5.0
282,282,-15.713861048008212,-56.6015625,104.58665619679431,5.0
283,283,-5.079715792733481,-39.375,98.87210831823397,5.0
284,284,-20.74237995448715,-50.2734375,100.84924158277975,29799.519970487887
285,285,-2.985506005746544,-60.1171875,98.7589930857,5.0
286,286,-18.20995686428301,-48.1640625,102.04105316324572,5.0
287,287,-20.10550978791601,-43.94531250000006,98.82918431522825,4341.3011104589405
288,288,-11.4151577427305,-62.2265625,104.81936986696383,5.0
289,289,-20.74237995448715,-41.8359375,101.1737372315331,5.0
290,290,-2.6867241856916024,-66.09375,101.09089702422563,5.0
291,291,-2.985506005746544,-55.1953125,107.05121112864012,5.0
292,292,-24.953020787727496,-53.43750000000006,106.80386172512847,5.0
293,293,-14.785930226053424,-40.78125,98.4155436441543,2590.537101330396
294,294,-6.279288322550272,-42.890625,102.07271039501748,5.0
295,295,-19.788049410669583,-44.296875,102.77244495035741,5.0
296,296,-23.64331425576559,-46.40625,97.78042439840121,551.8761798529731
297,297,-8.385538647081319,-36.21093750000006,97.64357477340032,2763.7064543676443
298,298,-21.38194257983889,-47.46093750000006,98.11682814341827,5.0
299,299,-4.480798785982216,-37.96875000000006,105.18075737186915,430.2647297175875
300,300,-3.583321698471977,-55.1953125,98.21464111657093,5.0
301,301,-20.10550978791601,-48.8671875,102.14675637477389,5.0
302,302,-20.10550978791601,-43.94531250000006,107.47935764480331,5.0
303,303,-21.702769403954832,-52.03125,104.72927920156572,5.0
304,304,-22.9933943142978,-47.81250000000006,106.89236399387285,29856.22228111846
305,305,-30.00000000000001,-50.9765625,102.27061715200678,5.0
306,306,-19.788049410669583,-46.40625,100.81255764202875,5.0
307,307,-12.941631985423356,-39.375,100.13431150189648,5.0
308,308,-23.969482317759685,-46.7578125,99.5438765280089,5.0
309,309,-10.806922874860348,-62.9296875,99.32494667296685,5.0
310,310,-16.957763300004146,-39.72656250000006,101.91068005717386,5.0
311,311,-4.480798785982216,-59.765625,104.3427168043372,4358.89028916859
312,312,-2.0893716714986112,-47.109375,97.8672906902653,5.0
313,313,-29.656013541178424,-51.328125,107.58266531422412,5.0
314,314,-25.61308321640182,-52.734375,103.45959194205373,5.0
315,315,-22.346587898361136,-42.18750000000006,104.3498290890248,5.0
316,316,-16.334822780685997,-48.1640625,102.23306276904003,5.0
317,317,-7.481631264246957,-55.54687500000006,102.78214076034762,4464.757684960969
318,318,-6.880079227870652,-36.5625,103.6817319528485,49472.05717614134
319,319,-9.896853442815868,-63.28125000000006,100.53086603903644,5.0
320,320,-20.10550978791601,-42.5390625,105.69888179919919,5.0
321,321,-22.6696098717504,-43.2421875,97.64357477340032,4538.785792306653
322,322,-22.02431283704216,-51.67968750000006,99.80282483621484,5.0
323,323,-11.110881800003284,-54.84375,99.20085006225362,5.0
324,324,-29.656013541178424,-54.140625,98.70349890638977,5.0
325,325,-23.31795706533424,-51.67968750000006,104.78566577414918,2585.525409729916
326,326,-20.423615363810956,-50.625,107.79460649561317,5.0
327,327,-21.06181760164931,-40.78125,106.40353018823096,2883.784745290389
328,328,-16.646039912392965,-49.21875000000006,103.72462994975581,2754.973168828405
329,329,-9.594068226860458,-36.21093750000006,102.65421049965335,5.0
330,330,-14.785930226053424,-53.43750000000006,102.63491523584813,692.04489254436
331,331,-23.64331425576559,-50.625,100.64842416162404,2842.912947065265
332,332,-1.492246289620354,-47.81250000000006,103.10930014344378,5.0
333,333,-5.979156796301311,-39.72656250000006,102.29086082438796,5.0
334,334,-3.2843691083657944,-44.296875,106.722050700618,5.0
335,335,-2.985506005746544,-41.1328125,106.19009612725625,5.0
336,336,-26.276811557199977,-52.734375,106.30190587125257,5.0
337,337,-22.6696098717504,-48.8671875,103.47411972249658,5.0
338,338,-18.524391073865782,-48.515625,105.07451608087352,5.0
339,339,-5.379378991112077,-43.2421875,105.59060953492718,4627.206185305147
340,340,-19.155010073563744,-49.92187500000006,99.58296350508897,5.0
341,341,-18.524391073865782,-49.21875000000006,105.51044267946816,5.0
342,342,-7.481631264246957,-55.54687500000006,103.75492892133728,5.0
343,343,-16.957763300004146,-49.5703125,106.04335861771266,5.0
344,344,-16.024100308155866,-45.0,104.85754280503104,5.0
345,345,-21.38194257983889,-49.5703125,105.58010519566746,5.0
346,346,-21.38194257983889,-41.8359375,106.75678290725537,5.0
347,347,-3.2843691083657944,-45.70312500000006,104.81930932669115,827.230484240648
348,348,-15.713861048008212,-58.0078125,104.01378251348845,2706.5299376762364
349,349,-21.38194257983889,-46.7578125,101.62106483269964,5.0
350,350,-19.47122063449069,-49.5703125,100.1838328946754,668.9614130645408
351,351,-26.276811557199977,-51.328125,97.70804101126953,2551.0846663337397
352,352,-22.02431283704216,-55.8984375,106.35435851933433,5.0
353,353,-7.180755781458288,-41.1328125,97.64357477340032,49458.813098333805
354,354,-4.181528273111482,-44.6484375,102.88046107498025,4366.736679216672
355,355,-21.702769403954832,-48.515625,101.39398925753271,5.0
356,356,-2.388015463268786,-60.1171875,102.69004530194252,5.0
357,357,-20.74237995448715,-44.6484375,99.08821665048384,5.0
358,358,-28.971532223711293,-49.92187500000006,97.78555240411073,5.0
359,359,-20.74237995448715,-51.67968750000006,100.65045860976291,2606.731361850534
360,360,-15.713861048008212,-39.72656250000006,101.77531455443265,5.0
361,361,-21.702769403954832,-48.515625,101.55330875783919,2764.9927118825
362,362,-17.896089316234637,-46.40625,102.52430931099676,2598.052365377444
363,363,-20.10550978791601,-43.94531250000006,100.81562595863139,5.0
364,364,-28.971532223711293,-49.21875000000006,102.2074244174316,5.0
365,365,-15.713861048008212,-43.94531250000006,106.94874969836616,5.0
366,366,-29.656013541178424,-51.328125,102.25895700076644,5.0
367,367,-27.95318688338115,-52.3828125,106.42167795836109,5.0
368,368,-7.782714385390946,-36.21093750000006,106.85733597827738,5.0
369,369,-4.181528273111482,-46.05468750000006,99.19011648956818,5.0
370,370,-5.379378991112077,-38.32031250000006,97.9905190328246,4574.769484213203
371,371,-1.7907846593289634,-48.8671875,102.1178786002838,5.0
372,372,-5.079715792733481,-37.96875000000006,99.1273734484441,5.0
373,373,-22.346587898361136,-49.21875000000006,99.78764984057798,74.18836842233614
374,374,-4.181528273111482,-43.94531250000006,102.67398852633997,2808.332955156108
375,375,-12.941631985423356,-52.03125,100.81481061292136,5.0
376,376,-25.944479772370016,-53.0859375,105.24575036266883,5.0
377,377,-2.0893716714986112,-49.21875000000006,100.80381267773951,29577.368850315605
378,378,-24.62431835216408,-53.78906250000006,106.6200615367557,5.0
379,379,-11.110881800003284,-44.296875,106.39853008905331,5.0
380,380,-5.979156796301311,-37.6171875,104.09437331558155,5.0
381,381,-22.346587898361136,-41.48437500000006,97.92278905984233,2699.1511220878538
382,382,-21.38194257983889,-45.3515625,104.23696977844124,5.0
383,383,-27.27961273597809,-53.78906250000006,101.04471197749902,5.0
384,384,-23.31795706533424,-54.4921875,99.43821363418748,5.0
385,385,-24.296477994805656,-54.140625,98.793038376717,59720.7979030228
386,386,-11.110881800003284,-43.59375,107.19679415095143,5.0
387,387,-7.481631264246957,-39.375,97.68095920627508,5.0
388,388,-23.31795706533424,-46.05468750000006,106.54344014688738,20722.919457588432
389,389,-24.296477994805656,-52.03125,104.50857471519889,5.0
390,390,-30.69158768492234,-51.67968750000006,100.90581955777515,49518.63987378416
391,391,-16.334822780685997,-44.6484375,100.18509059938928,29845.705641278568
392,392,-15.40409369872549,-49.21875000000006,101.12562248964639,13112.080436261582
393,393,-23.969482317759685,-53.0859375,106.68332187579952,5.0
394,394,-13.861949672048638,-58.7109375,107.46699672114295,5.0
395,395,-28.63098983692436,-49.5703125,99.22023012370542,2664.6686024532346
396,396,-26.276811557199977,-49.92187500000006,103.26165660216634,59491.48827634476
397,397,-16.957763300004146,-50.2734375,105.63575609822172,5.0
398,398,-23.31795706533424,-45.3515625,101.52465781827318,2688.0371905590537
399,399,-23.64331425576559,-52.03125,97.75160521122125,5.0
400,400,-5.6791898455823855,-48.515625,103.73366510358277,5.0
401,401,-27.95318688338115,-53.78906250000006,100.98371102479696,5.0
402,402,-19.47122063449069,-46.05468750000006,98.07203922519682,2814.6103770685568
403,403,-24.953020787727496,-47.81250000000006,105.76751058251834,5.0
404,404,-12.941631985423356,-40.78125,100.17923221769077,5.0
405,405,-27.6158819838447,-49.92187500000006,103.72764453065383,74833.23233981471
406,406,-16.024100308155866,-56.25,101.38921307761088,5.0
407,407,-1.1937484371410818,-46.7578125,104.38989870237457,5.0
408,408,-27.95318688338115,-52.3828125,100.17413024883632,5.0
409,409,-5.079715792733481,-47.81250000000006,97.64357477340032,5.0
410,410,-12.941631985423356,-47.81250000000006,102.12570417717413,393.9879463506663
411,411,-29.313198964168336,-51.67968750000006,106.56692214198767,29670.62060054402
412,412,-29.313198964168336,-50.9765625,103.8239278340017,5.0
413,413,-20.423615363810956,-40.78125,100.81236596041627,2698.8422367042053
414,414,-21.38194257983889,-43.2421875,107.49491999806536,5.0
415,415,-17.582776008425412,-50.9765625,100.64343998053147,5.0
