,Latitude in degrees,Longitude in degrees,Longitude in degrees.1,EIRP
57,34.57222222222222,33.00666666666667,92.1,63000
58,35.31944444444446,33.16111111111111,92.1,10000
59,35.00555555555556,34.02972222222221,92.2,0
60,34.901111111111106,33.22416666666667,92.4,85000
61,34.84083333333333,32.44972222222223,92.4,7000
62,35.320277777777775,33.163888888888884,92.6,0
63,35.00555555555556,34.02972222222221,92.6,0
64,34.938611111111115,32.860555555555564,92.8,0
65,34.985277777777775,33.64861111111111,93.0,0
66,35.00555555555556,34.02972222222221,93.0,0
67,34.74166666666666,33.131666666666675,93.1,2000
68,35.320277777777775,33.163888888888884,93.1,0
69,34.84027777777777,32.45027777777778,93.2,0
70,34.760555555555555,33.04638888888889,93.3,0
71,35.05305555555556,33.2961111111111,93.3,0
72,34.985277777777775,33.64861111111111,93.3,0
73,35.381944444444436,33.879999999999995,93.4,1000
74,34.901111111111106,33.22416666666667,93.5,172000
75,35.00527777777778,32.84722222222223,93.5,0
76,34.84027777777777,32.45027777777778,93.5,0
77,34.92777777777777,33.63333333333334,93.7,0
78,34.760555555555555,33.04638888888889,93.7,0
79,34.84027777777777,32.45027777777778,93.7,0
80,35.320277777777775,33.163888888888884,93.8,0
81,34.901111111111106,33.22416666666667,94.0,85000
82,34.84083333333333,32.44972222222223,94.0,7000
83,35.00555555555556,34.02972222222221,94.2,4000
84,34.95944444444444,32.39611111111111,94.2,300
85,34.74166666666666,33.131666666666675,94.2,0
86,35.210555555555565,33.35805555555555,94.2,0
87,35.381944444444436,33.8811111111111,94.4,13000
88,34.985277777777775,33.64861111111111,94.4,0
89,34.84027777777777,32.45027777777778,94.4,0
90,34.760555555555555,33.04638888888889,94.5,0
91,35.31944444444446,33.16111111111111,94.6,5000
92,34.938611111111115,32.860555555555564,94.8,30000
93,34.760555555555555,33.04638888888889,95.0,0
94,34.985277777777775,33.64861111111111,95.0,0
95,35.381944444444436,33.8811111111111,95.1,0
96,34.84027777777777,32.45027777777778,95.2,500
97,34.65,33.02777777777777,95.2,0
98,35.159722222222214,33.378055555555555,95.2,0
99,35.00388888888888,33.71944444444444,95.3,25000
100,35.320277777777775,33.163888888888884,95.5,0
101,34.760555555555555,33.04638888888889,95.5,0
102,34.901111111111106,33.22416666666667,95.7,81000
103,34.84027777777777,32.45027777777778,95.7,0
104,35.00555555555556,34.02972222222221,96.0,4000
105,34.95944444444444,32.39611111111111,96.0,300
106,35.320277777777775,33.163888888888884,96.0,0
107,34.760555555555555,33.04638888888889,96.1,0
108,35.00527777777778,32.84722222222223,96.1,0
109,34.84027777777777,32.45027777777778,96.1,0
110,35.320277777777775,33.163888888888884,96.2,0
111,34.901111111111106,33.22416666666667,96.4,112000
112,35.00527777777778,32.84722222222223,96.4,0
113,34.84027777777777,32.45027777777778,96.4,0
114,35.381944444444436,33.8811111111111,96.6,200
115,35.381944444444436,33.8811111111111,96.6,0
116,34.901111111111106,33.22416666666667,96.8,155000
117,34.84027777777777,32.45027777777778,96.8,0
118,35.320277777777775,33.163888888888884,97.0,0
119,34.760555555555555,33.04638888888889,97.0,0
120,34.985277777777775,33.64861111111111,97.0,0
121,34.84027777777777,32.45027777777778,97.0,0
122,34.938611111111115,32.860555555555564,97.2,30000
123,35.320277777777775,33.163888888888884,97.4,0
124,35.381944444444436,33.8811111111111,97.5,0
125,34.901111111111106,33.22416666666667,97.6,28000
126,34.95944444444444,32.39611111111111,97.6,80
127,34.760555555555555,33.04638888888889,97.6,0
128,35.00555555555556,34.02972222222221,97.6,0
129,35.320277777777775,33.163888888888884,97.7,0
130,34.901111111111106,33.22416666666667,97.9,85000
131,34.84083333333333,32.44972222222223,97.9,7000
132,35.381944444444436,33.879999999999995,98.1,10000
133,34.760555555555555,33.04638888888889,98.1,0
134,34.760555555555555,33.04638888888889,98.2,0
135,35.00527777777778,32.84722222222223,98.2,0
136,34.84027777777777,32.45027777777778,98.2,0
137,34.901111111111106,33.22416666666667,98.4,94000
138,35.00527777777778,32.84722222222223,98.4,0
139,34.84027777777777,32.45027777777778,98.5,0
140,35.320277777777775,33.163888888888884,98.6,1000
141,34.760555555555555,33.04638888888889,98.6,0
142,34.901111111111106,33.22416666666667,98.8,107000
143,34.95944444444444,32.39611111111111,98.8,82
144,34.92777777777777,33.63333333333334,99.0,0
145,34.760555555555555,33.04638888888889,99.0,0
146,35.05305555555556,33.2961111111111,99.0,0
147,35.381944444444436,33.8811111111111,99.1,0
148,34.938611111111115,32.860555555555564,99.3,0
149,35.05305555555556,33.2961111111111,99.5,0
150,35.00388888888888,33.71944444444444,99.6,25000
151,35.381944444444436,33.8811111111111,99.7,0
152,34.95944444444444,32.39611111111111,99.8,0
153,35.381944444444436,33.8811111111111,99.8,0
154,34.760555555555555,33.04638888888889,99.9,0
155,35.16666666666667,33.37777777777777,99.9,0
156,35.381944444444436,33.8811111111111,100.0,0
157,35.31944444444446,33.16111111111111,100.1,10000
158,34.74166666666666,33.131666666666675,100.1,0
159,35.00555555555556,34.02972222222221,100.1,0
160,34.760555555555555,33.04638888888889,100.3,0
161,35.00527777777778,32.84722222222223,100.3,0
162,35.320277777777775,33.163888888888884,100.4,20000
163,34.901111111111106,33.22416666666667,100.5,85000
164,34.901111111111106,33.22416666666667,100.7,172000
165,34.84027777777777,32.45027777777778,100.7,0
166,35.00555555555556,34.02972222222221,100.9,4000
167,34.95944444444444,32.39611111111111,100.9,300
168,35.320277777777775,33.163888888888884,100.9,0
169,34.938611111111115,32.860555555555564,101.1,0
170,35.381944444444436,33.8811111111111,101.3,0
171,34.901111111111106,33.22416666666667,101.4,145000
172,34.84027777777777,32.45027777777778,101.4,0
173,35.31944444444446,33.16111111111111,101.5,27000
174,34.84027777777777,32.45027777777778,101.6,0
175,34.901111111111106,33.22416666666667,101.7,29000
176,35.320277777777775,33.163888888888884,101.8,0
177,34.95944444444444,32.39611111111111,101.9,0
178,34.760555555555555,33.04638888888889,101.9,0
179,34.84027777777777,32.45027777777778,101.9,0
180,35.00555555555556,34.02972222222221,101.9,0
181,35.31944444444446,33.16111111111111,102.0,20000
182,34.760555555555555,33.04638888888889,102.1,0
183,34.84027777777777,32.45027777777778,102.1,0
184,34.901111111111106,33.22416666666667,102.3,155000
185,34.84027777777777,32.45027777777778,102.3,0
186,35.00555555555556,34.02972222222221,102.5,1650
187,35.31944444444446,33.16111111111111,102.5,1000
188,34.901111111111106,33.22416666666667,102.7,50000
189,34.84027777777777,32.45027777777778,102.7,0
190,35.381944444444436,33.8811111111111,102.8,0
191,35.320277777777775,33.163888888888884,102.9,0
192,35.00555555555556,34.02972222222221,103.0,0
193,35.320277777777775,33.163888888888884,103.1,0
194,34.760555555555555,33.04638888888889,103.1,0
195,35.05305555555556,33.2961111111111,103.2,0
196,34.95944444444444,32.39611111111111,103.3,0
197,35.320277777777775,33.163888888888884,103.4,10000
198,34.74166666666666,33.131666666666675,103.4,0
199,35.00555555555556,34.02972222222221,103.4,0
200,35.381944444444436,33.8811111111111,103.6,0
201,34.95944444444444,32.39611111111111,103.7,300
202,34.760555555555555,33.04638888888889,103.7,0
203,35.00527777777778,32.84722222222223,103.7,0
204,35.16666666666667,33.37777777777777,103.7,0
205,35.00555555555556,34.02972222222221,103.7,0
206,35.31944444444446,33.16111111111111,103.8,27000
207,34.901111111111106,33.22416666666667,104.0,81000
208,34.84027777777777,32.45027777777778,104.0,0
209,35.320277777777775,33.163888888888884,104.2,0
210,35.381944444444436,33.8811111111111,104.3,25000
211,34.760555555555555,33.04638888888889,104.3,0
212,35.16666666666667,33.37777777777777,104.3,0
213,34.84027777777777,32.45027777777778,104.3,0
214,35.320277777777775,33.163888888888884,104.5,20000
215,34.760555555555555,33.04638888888889,104.5,10000
216,35.00555555555556,34.02972222222221,104.6,0
217,34.938611111111115,32.860555555555564,104.8,0
218,35.31944444444446,33.16111111111111,105.0,10000
219,34.74166666666666,33.131666666666675,105.0,2000
220,34.95944444444444,32.39611111111111,105.0,300
221,34.901111111111106,33.22416666666667,105.3,94000
222,34.84027777777777,32.45027777777778,105.3,0
223,34.901111111111106,33.22416666666667,105.5,81000
224,34.84027777777777,32.45027777777778,105.6,500
225,34.760555555555555,33.04638888888889,105.7,0
226,35.00527777777778,32.84722222222223,105.7,0
227,35.00555555555556,34.02972222222221,105.7,0
228,35.320277777777775,33.163888888888884,105.8,300
229,34.901111111111106,33.22416666666667,106.0,145000
230,34.84027777777777,32.45027777777778,106.0,0
231,35.320277777777775,33.163888888888884,106.2,0
232,34.990277777777784,33.99722222222222,106.3,750
233,34.95944444444444,32.39611111111111,106.4,117
234,34.760555555555555,33.04638888888889,106.4,0
235,35.00527777777778,32.84722222222223,106.4,0
236,35.381944444444436,33.8811111111111,106.5,2000
237,34.74166666666666,33.131666666666675,106.7,2000
238,34.95944444444444,32.39611111111111,106.7,130
239,35.05305555555556,33.2961111111111,106.7,0
240,35.00555555555556,34.02972222222221,106.7,0
241,35.381944444444436,33.8811111111111,106.8,0
242,35.320277777777775,33.163888888888884,106.9,6400
243,34.74166666666666,33.131666666666675,106.9,0
244,34.65027777777777,32.69555555555555,106.9,0
245,34.95944444444444,32.39611111111111,107.0,235
246,35.00527777777778,32.84722222222223,107.0,0
247,35.00555555555556,34.02972222222221,107.0,0
248,35.320277777777775,33.163888888888884,107.1,0
249,34.694444444444436,33.03333333333334,107.1,0
250,35.381944444444436,33.8811111111111,107.2,0
251,35.09361111111111,33.885555555555555,107.3,0
252,34.901111111111106,33.22416666666667,107.4,155000
253,34.95500000000001,32.99527777777777,107.6,0
254,35.00527777777778,32.84722222222223,107.6,0
255,34.84027777777777,32.45027777777778,107.6,0
256,35.320277777777775,33.163888888888884,107.8,5000
257,34.85194444444445,32.84138888888888,107.9,125
258,35.00555555555556,34.02972222222221,107.9,0
259,34.84027777777777,32.45027777777778,161.8,0
260,34.760555555555555,33.04638888888889,161.85,0
261,35.00555555555556,34.02972222222221,161.9,0
262,34.938611111111115,32.860555555555564,161.95,0
